id,source,date,rating,text,discovery_related,theme,desired_behavior,repetition_cause,behavior_segment,primary_discovery_surface,tier,unmet_need,sentiment,evidence_phrase
137,app_store_us,2026-06-24T20:56:53-07:00,5,I can play music,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,neutral,I can play music
138,app_store_in,2026-06-17T05:10:30-07:00,5,Truly your friend,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,Truly your friend
139,play_store_in,2026-06-26 12:40:32,1,"stop playing recommend songs. I can barely even listen to my own playlist Keeps playing songs that are not on my playlist and when I try to choose a song on my playlist it won't change just says get premium to play any song, I am not wasting money on premium",true,repetition_loop,control_the_algorithm,algorithm_narrow,familiarity_anchored,autoplay,free,wants to play own playlist not recs,negative,Keeps playing songs that are not on my playlist
140,app_store_us,2026-06-25T17:36:31-07:00,5,Really good app to listen music too,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,Really good app to listen music too
141,app_store_in,2026-06-16T11:39:11-07:00,5,Don't make foolish glass logo. Now it's good logo with old green colour after today's update. That glass mixed logo is waste.,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,negative,That glass mixed logo is waste
142,play_store_in,2026-06-24 18:50:51,5,so so good !!!!!!!!!,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,so so good
143,play_store_in,2026-06-25 10:56:39,5,this app is very nice,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,this app is very nice
144,play_store_in,2026-06-24 13:05:26,1,abee kitna ads dogeâ€¦ @#â‚¹â‚¬Â¥ gaane se jayada ads sunta hu me,false,not_discovery,none_stated,not_applicable,unclear,none,free,none,negative,gaane se jayada ads
145,play_store_in,2026-06-26 05:46:27,1,local files won't sync from pc app,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,negative,local files won't sync from pc app
146,play_store_in,2026-06-25 05:55:02,5,music is great,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,music is great
147,app_store_us,2026-06-25T04:56:37-07:00,1,AÃ§mak istediÄŸim ÅŸey her ÅŸeye krema geÃ§meniz lazÄ±m diyor bu bir ekÅŸidir,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,neutral,none
148,play_store_in,2026-06-24 06:40:16,5,allows headphone pairing without premium ðŸ˜,false,not_discovery,none_stated,not_applicable,unclear,none,free,none,positive,allows headphone pairing without premium
149,play_store_in,2026-06-25 03:12:06,5,superb for over a decade!,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,superb for over a decade
150,app_store_in,2026-06-23T01:41:10-07:00,5,Crazy,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,neutral,Crazy
151,play_store_in,2026-06-25 20:10:49,5,seamless and fantastic,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,seamless and fantastic
152,play_store_in,2026-06-25 06:48:50,5,"As a music person this is the best, I love the fact that I can link all my devices in one account.",false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,link all my devices in one account
153,play_store_in,2026-06-25 03:08:57,5,great music and nice platform,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,great music and nice platform
154,play_store_in,2026-06-24 04:55:11,2,this version is broken. fails to play next song in playlist,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,negative,fails to play next song in playlist
155,app_store_us,2026-06-25T09:23:32-07:00,5,I most definitely fux with Spotify,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,I most definitely fux with Spotify
156,play_store_in,2026-06-26 13:24:06,5,perfect,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,perfect
157,play_store_in,2026-06-25 04:20:22,5,good app but Improve on local SA music Playlist and not make it mixed up,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,neutral,Improve on local SA music Playlist
158,app_store_us,2026-06-24T21:50:57-07:00,1,"I wrote a review a while back on how Spotify does not shuffle its music and keeps playing the same songs that I skip, and for the most part I would say that it has gotten better, because i am no longer hearing the songs I dislike, but it still continues to play the same song and I know that itâ€™ll eventually get to the same point. I miss when Spotify would put me on actual songs that hit. I think itâ€™s best to download a different app.",true,repetition_loop,escape_their_bubble,algorithm_narrow,familiarity_anchored,smart_shuffle,unclear,wants varied shuffle not same songs,negative,keeps playing the same songs that I skip
159,app_store_in,2026-06-09T22:12:04-07:00,5,Best ever music app ðŸŽ€ðŸŽ€,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,Best ever music app
160,app_store_us,2026-06-24T17:20:53-07:00,5,So good for car rides crafts and looking at podcasts! But the adds can be annoying sometimes,false,not_discovery,none_stated,not_applicable,mood_context_listener,none,free,none,positive,good for car rides crafts and looking at podcasts
161,play_store_in,2026-06-24 05:43:07,5,"It doesn't get stuck in the middle, there aren't many ads and the sound is also good, there is no cracked sound, must try this aap.",false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,not many ads and the sound is good
162,play_store_in,2026-06-25 22:22:47,5,ðŸŽ¼ðŸŽ¶ðŸŽµ,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,neutral,none
163,play_store_in,2026-06-26 09:30:08,5,ðŸ¥°,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
164,play_store_in,2026-06-26 13:07:38,1,more useless ads.Why ads coz we use our data to play music useless,false,not_discovery,none_stated,not_applicable,unclear,none,free,none,negative,more useless ads
165,play_store_in,2026-06-25 06:33:34,5,FABULOUS ðŸ˜ IF U DINT DOWNLOAD SPOTIFY IN YOUR LIFE UR WASTED ðŸ™ðŸ’•,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,FABULOUS
166,app_store_us,2026-06-25T03:33:06-07:00,5,I have been using Spotify for 5 years and it is my go to for daily motivation and music.,false,not_discovery,none_stated,not_applicable,mood_context_listener,none,unclear,none,positive,go to for daily motivation and music
167,app_store_in,2026-06-16T08:55:55-07:00,5,The app is very nice but ad is coming in between always,false,not_discovery,none_stated,not_applicable,unclear,none,free,none,negative,ad is coming in between always
168,play_store_in,2026-06-24 05:32:34,1,"I am very disappointed with the excessive number of advertisements on Spotify. The ads are too frequent and often interrupt the listening experience, making it difficult to enjoy music without constant disruptions. While I understand that advertisements help support the free version of the service, the current amount feels overwhelming and negatively affects user satisfaction. I hope Spotify can find a better balance between advertising and providing an enjoyable experience for its users.",false,not_discovery,none_stated,not_applicable,unclear,none,free,none,negative,excessive number of advertisements
169,play_store_in,2026-06-24 14:47:00,5,Spotify has an amazing music library and excellent recommendations. It helps me discover new songs while enjoying my favorite playlists.,true,other_discovery,find_new_artists,not_applicable,active_explorer,none,unclear,wants to discover new songs,positive,helps me discover new songs
170,play_store_in,2026-06-25 16:19:07,3,remove the ads you'll have a great sight and make it so you can change your music back and forth when you want,false,not_discovery,none_stated,not_applicable,unclear,none,free,none,negative,remove the ads
171,play_store_in,2026-06-25 00:12:52,5,i like that I can listen to whatever music fits my mood on Spotify. Especially my favorite music.,true,other_discovery,mood_context_discovery,not_applicable,mood_context_listener,none,unclear,wants music matched to mood,positive,music that fits my mood
172,play_store_in,2026-06-26 05:06:07,5,"a great app for all music, I say; all music.",false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,a great app for all music
173,play_store_in,2026-06-25 15:19:29,1,"fym wait a day to choose a song, tf?!",false,not_discovery,none_stated,not_applicable,unclear,none,free,none,negative,wait a day to choose a song
174,app_store_us,2026-06-24T20:48:29-07:00,1,The constant commercial breaks makes for a horrible listen.,false,not_discovery,none_stated,not_applicable,unclear,none,free,none,negative,constant commercial breaks
175,play_store_in,2026-06-24 23:18:02,1,"no back, no order in playing",false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,negative,"no back, no order in playing"
176,app_store_us,2026-06-24T19:31:48-07:00,5,It js da best to keep it 100 I mean the price is mad high but yk it thug young bleed,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,da best to keep it 100
177,play_store_in,2026-06-26 10:37:36,4,nice music experience,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,nice music experience
178,play_store_in,2026-06-24 12:10:20,5,best app to listen gospel songs,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,best app to listen gospel songs
179,app_store_in,2026-06-25T12:39:47-07:00,5,The app is amazing it runs best on CarPlay of ios devices and we can listen add free music by purchasing a not expensive,false,not_discovery,none_stated,not_applicable,unclear,none,premium,none,positive,runs best on CarPlay
180,play_store_in,2026-06-26 10:51:36,5,i can play other games while still i can listen to my song,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,play other games while still i can listen
181,play_store_in,2026-06-25 09:18:21,5,"A great app for listening to all the music you like, alone or with friends.",false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,listening to all the music you like
182,play_store_in,2026-06-24 12:37:51,1,"the past week, I haven't been able to use spotify. it crashes as soon as I open it and says to try again once yall have an update to fix it. I will be canceling my service if a fix isn't found soon because this is ridiculous.",false,not_discovery,none_stated,not_applicable,unclear,none,premium,none,negative,it crashes as soon as I open it
